junction	numReads	p_predicted	p_value
chr11|NUP98:3794862|NUP98:3797251|rev|-	1	0.836144151544964	0.0462358148844057
chr11|PAK1:77043775|PAK1:77091039|rev|-	1	0.892744063778009	0.018957023994918
chr11|PAK1:77085373|PAK1:77091039|rev|-	1	0.859095283517591	0.0342121402699809
chr11|PCNXL3:65392052|EHBP1L1:65351712|rev|+	1	0.03340537839141	0.349946142114584
chr11|PDHX:34999729|PDHX:34978931|rev|+	1	0.767955779833946	0.0864992404611639
chr11|PDHX:35006275|PDHX:34952951|rev|+	1	0.821929288414322	0.0541708774786057
chr11|PHF21A:46098305|PHF21A:46113774|rev|-	1	0.885297907168071	0.0220412693623166
chr11|PIK3C2A:17143735|PIK3C2A:17167489|rev|-	1	0.892744063778009	0.018957023994918
chr11|PPP6R3:68343511|PPP6R3:68334482|rev|+	1	0.456089567211692	0.264130222000021
chr11|PRDM10:129812321|PRDM10:129830977|rev|-	1	0.892744063778009	0.018957023994918
chr11|QSER1:32956981|QSER1:32948703|rev|+	1	0.890737591733555	0.0197699225753212
chr11|RAB6A:73418465|RAB6A:73431944|rev|-	1	0.7997240757484	0.0671308361524287
chr11|RNF169:74521375|RNF169:74500671|rev|+	1	0.845047068993691	0.0414441565581097
chr11|SHANK2:70505933|SHANK2:70507783|rev|-	3	0.539028814780292	0.185235416320943
chr11|SLC43A1:57258697|SLC43A1:57259335|rev|-	1	0.890737970561939	0.0197697678072282
chr11|SNORD26:62622764|SNORD26:62622838|dup|-	3	0.439153555975743	0.194544923740466
chr11|TBCEL:120930794|TBCEL:120916383|rev|+	2	0.981268004217021	0.000416876653138143
chr11|TOLLIP:1307232|TOLLIP:1317024|rev|-	1	0.859094486335637	0.0342125380894301
chr11|USP47:11958057|USP47:11941703|rev|+	1	0.0932775203637398	0.34903545493022
chr11|VWA5A:123989796|VWA5A:123988204|rev|+	1	0.797353130342305	0.0685477189505503
chr11|ZBTB44:130130751|ZBTB44:130131824|dup|-	1	0.892859352696457	0.018910734284993
chr12|ACTR6:100599522|ACTR6:100598718|rev|+	2	0.952807626391378	0.00592407815929184
chr12|ANKRD13A:110456293|ANKRD13A:110454193|rev|+	1	0.746176345908238	0.100108253803016
chr12|ATXN2:111947353|ATXN2:111948386|rev|-	1	0.880912337710759	0.0239414476808134
chr12|ATXN2:111990084|ATXN2:111993723|rev|-	1	0.889886555762015	0.0201188267045745
chr12|CLIP1:122812494|CLIP1:122812973|rev|-	1	0.720995681285918	0.115979906210588
chr12|CORO1C:109046048|CORO1C:109048186|rev|-	1	0.892744063778009	0.018957023994918
chr12|CREBL2:12788908|CREBL2:12788711|dup|+	1	0.891118367229862	0.0196146035754827
chr12|DENND5B:31595709|DENND5B:31600703|rev|-	1	0.0607845811576324	0.349763363594417
chr12|DIABLO:122701035|DIABLO:122702944|rev|-	1	0.890737591733555	0.0197699225753212
chr12|DPY19L2:64038183|DPY19L2:64041145|rev|-	1	0.773749761934898	0.0829143085457858
chr12|EEA1:93219942|EEA1:93246801|rev|-	1	0.848516253076236	0.0396187981662525
chr12|ERC1:1553916|ERC1:1480999|rev|+	1	0.805838020296907	0.0635039635986447
chr12|ETV6:12022903|ETV6:12022358|dup|+	1	0.805838523781538	0.0635036665968945
chr12|FBXW8:117402659|FBXW8:117383169|rev|+	1	0.893028307286136	0.0188429799824873
chr12|FGD4:32764217|FGD4:32760891|rev|+	2	0.975170526423468	0.0010142285612631
chr12|FGD6:95602619|FGD6:95605043|dup|-	3	0.856816078424306	0.0811612854055481
chr12|FKBP11:49318829|ARF3:49334971|rev|-	1	2.993656302522e-05	0.349964538439437
chr12|GCN1L1:120592774|GCN1L1:120593523|rev|-	1	0.859094891685335	0.0342123358066977
chr12|GOLGA3:133358882|GOLGA3:133360893|rev|-	1	0.836144151544964	0.0462358148844057
chr12|GOLGA3:133372438|GOLGA3:133398897|rev|-	1	0.787848806082484	0.0742799651112418
chr12|HECTD4:112616735|HECTD4:112617201|rev|-	1	0.888513926676039	0.0206866655573576
chr12|KIAA1033:105543527|KIAA1033:105534072|rev|+	1	0.867951702651684	0.0298890361375371
chr12|KLHL42:27934135|MED21:27180282|rev|+	1	0.0026712663083566	0.349964538417959
chr12|LRRC43:122677551|LRRC43:122677292|dup|+	1	0.875181424180733	0.0265123934333984
chr12|MARS:57892056|RBMS2:56956201|rev|+	1	7.74811335514633e-05	0.349964538439437
chr12|MED13L:116534474|MED13L:116549317|rev|-	1	0.00204081067987281	0.349964538435931
chr12|MRPS35:27877119|MRPS35:27867713|rev|+	1	3.63576380135999e-05	0.349964538439437
chr12|MYO1A:57437640|STAT6:57502082|rev|-	1	0.739050662136033	0.104591644488834
chr12|NAV3:78362482|NAV3:78360009|rev|+	1	5.44467169914155e-05	0.349964538439437
chr12|NCOR2:124904503|NCOR2:124915333|rev|-	1	0.892137314723196	0.0192013926426903
chr12|NCOR2:124904503|NCOR2:124922542|rev|-	1	0.892087241880115	0.0192216158691013
chr12|PLEKHA5:19436679|PLEKHA5:19436214|dup|+	1	0.89213694213536	0.0192015430903627
chr12|PRIM1:57132218|PRIM1:57140816|rev|-	1	0.844993721240062	0.041472416287214
chr12|RAB3IP:70195501|RAB3IP:70193989|rev|+	1	0.888514300679808	0.0206865099867112
chr12|RAP1B:69045831|RAP1B:69044180|rev|+	1	0.892086835230455	0.0192217801402891
chr12|RNF10:120995485|RNF10:120995085|rev|+	1	0.890738336757774	0.0197696182005479
chr12|SCYL2:100691953|SCYL2:100676721|rev|+	2	0.969727727179811	0.00181703795524183
chr12|SLC2A13:40345059|SLC2A13:40422311|rev|-	1	0.880912337710759	0.0239414476808134
chr12|SLC38A1:46622936|SLC38A1:46637097|rev|-	2	0.966287527217941	0.00245812310758595
chr12|SLC41A2:105321751|SLC41A2:105322472|dup|-	1	0.892137314723196	0.0192013926426903
chr12|SPPL3:121220458|SPPL3:121222396|rev|-	1	0.391315519522289	0.290558104038748
chr12|TCTN2:124163836|TCTN2:124158162|rev|+	1	0.88851466221167	0.020686359604319
chr12|TMTC2:83251359|TMTC2:83250789|dup|+	1	0.72481118832503	0.113571854842057
chr13|CARKD:111276626|CARKD:111274563|rev|+	1	0.83614459033033	0.0462355751228964
chr13|CENPJ:25478064|CENPJ:25487229|rev|-	1	0.88091197721728	0.0239416063205058
chr13|COG3:46093229|COG3:46090278|rev|+	1	0.821930243090311	0.0541703340223242
chr13|EPSTI1:43491677|EPSTI1:43544806|rev|-	1	0.88091197721728	0.0239416063205058
chr13|EPSTI1:43500472|EPSTI1:43544806|rev|-	1	0.875181790057462	0.0265122262344687
chr13|EPSTI1:43528084|EPSTI1:43544806|rev|-	1	0.798810071855712	0.0676763863005541
chr13|FBXL3:77589544|MYCBP2:77640223|rev|-	1	0.000232265138444772	0.349964538439437
chr13|FNDC3A:49752790|FNDC3A:49742749|rev|+	1	0.768841885650123	0.0859497931979224
chr13|FNDC3A:49762769|FNDC3A:49761258|rev|+	1	0.892858579283771	0.0189110446657975
chr13|KATNAL1:30801549|KATNAL1:30815223|rev|-	1	0.890737970561939	0.0197697678072282
chr13|LAMP1:113964177|LAMP1:113963958|dup|+	1	0.0912675968276646	0.349102012096053
chr13|LNX2:28155434|LNX2:28155940|dup|-	1	0.892086835230455	0.0192217801402891
chr13|MTRF1:41826781|MTRF1:41835051|rev|-	1	0.867951702651684	0.0298890361375371
chr13|MYCBP2:77644766|MYCBP2:77700677|rev|-	1	0.859095283517591	0.0342121402699809
chr13|N4BP2L2:33091994|N4BP2L2:33101669|rev|-	4	0.998371690137912	1.11165307748408e-06
chr13|PARP4:25049610|PARP4:25052414|rev|-	1	0.88091197721728	0.0239416063205058
chr13|PCCA:100809594|PCCA:100755137|rev|+	1	0.875181424180733	0.0265123934333984
chr13|PCCA:100992513|PCCA:100959446|rev|+	1	0.746175725349994	0.10010864377699
chr13|PDS5B:33309467|PDS5B:33306238|rev|+	1	0.88851466221167	0.020686359604319
chr13|PIBF1:73547813|PIBF1:73539412|rev|+	1	0.885298638242111	0.0220409576392666
chr13|RB1:48955579|RB1:48923092|rev|+	1	0.889887422462978	0.0201184701426882
chr13|RNASEH2B:51523641|RNASEH2B:51501543|rev|+	1	0.880912337710759	0.0239414476808134
chr13|SETDB2:50042096|SETDB2:50025689|rev|+	1	0.824032739097902	0.052976707752808
chr13|SPATA13:24798720|SPATA13:24796957|dup|+	1	0.836143697622943	0.0462360629172586
chr13|TBC1D4:75900333|TBC1D4:75923438|rev|-	1	0.8443825952575	0.0417965495284639
chr13|TDRD3:61034674|TDRD3:61013822|rev|+	1	0.885298638242111	0.0220409576392666
chr13|TDRD3:61041513|TDRD3:61013822|rev|+	1	0.885298638242111	0.0220409576392666
chr13|THSD1:52971367|THSD1:52972329|dup|-	1	0.805836960309961	0.0635045888778049
chr13|TMCO3:114193822|TMCO3:114174931|rev|+	1	0.890738336757774	0.0197696182005479
chr13|UBAC2:99896878|UBAC2:99890681|rev|+	1	0.885297522383619	0.0220414334314495
chr13|USP12:27664020|USP12:27680081|rev|-	1	0.867951702651684	0.0298890361375371
chr13|VPS36:52992127|VPS36:53001354|rev|-	1	0.141704745198681	0.346353529138666
chr13|VWA8:42385361|VWA8:42393522|rev|-	1	0.859095283517591	0.0342121402699809
chr13|ZMYM2:20611049|ZMYM2:20534098|rev|+	1	0.498116910245525	0.244548931421238
chr14|ARHGAP5:32586493|ARHGAP5:32559708|rev|+	4	0.999782458784008	1.55512620891014e-11
chr14|ARHGAP5:32615546|ARHGAP5:32559708|rev|+	1	0.891118783438253	0.0196144340715768
chr14|ARID4A:58796887|ARID4A:58785260|rev|+	1	0.0518208763422527	0.349855010346289
chr14|BAZ1A:35261981|BAZ1A:35331528|rev|-	1	0.787848806082484	0.0742799651112418
chr14|CPNE6:24542313|NGDN:23939251|rev|+	1	0.0022748720874841	0.349964538432092
chr14|CTAGE5:39796226|CTAGE5:39777653|rev|+	1	0.797353130342305	0.0685477189505503
chr14|DYNC1H1:102507010|DYNC1H1:102506573|rev|+	1	0.891117936665244	0.0196147789266839
chr14|EXD2:69697315|EXD2:69695533|rev|+	1	0.892087241880115	0.0192216158691013
chr14|FUT8:66096324|FUT8:66028055|rev|+	1	0.746176345908238	0.100108253803016
chr14|HNRNPC:21698478|HNRNPC:21702388|rev|-	1	0.805838020296907	0.0635039635986447
chr14|KIAA0586:58908061|KIAA0586:58907939|dup|+	1	2.44563868851965e-05	0.349964538439437
chr14|KTN1:56086030|KTN1:56078737|rev|+	2	0.28947041116434	0.240747701786309
chr14|KTN1:56108478|KTN1:56105903|rev|+	1	0.821930243090311	0.0541703340223242
chr14|METTL3:21971316|METTL3:21972024|rev|-	2	0.981928975025385	0.000370307376818503
chr14|NEDD8-MDP1:24687339|NEDD8-MDP1:24687637|rev|-	1	0.0722671134352901	0.349584599701483
chr14|PAPOLA:96991728|PAPOLA:96986392|rev|+	1	0.885298278903322	0.0220411108577115
chr14|PCNX:71518729|PCNX:71502782|rev|+	1	0.797353130342305	0.0685477189505503
chr14|PNN:39647120|PNN:39646616|rev|+	1	0.798811581553715	0.0676754845032749
chr14|PPP2R5C:102376027|PPP2R5C:102359337|rev|+	1	0.787847706005032	0.0742806330977042
chr14|PSEN1:73614802|PSEN1:73614503|rev|+	1	0.844353398037056	0.0418120538741129
chr14|PSMC6:53187908|PSMC6:53187579|rev|+	1	0.890738336757774	0.0197696182005479
chr14|RAD51B:68353921|RAD51B:68290259|rev|+	1	0.892137314723196	0.0192013926426903
chr14|RBM23:23378692|RBM23:23380612|rev|-	1	0.845047068993691	0.0414441565581097
chr14|SCFD1:31144271|G2E3:31067689|rev|+	1	0.000190510270135086	0.349964538439437
chr14|SCFD1:31177271|SCFD1:31175029|rev|+	1	0.892859352696457	0.018910734284993
chr14|SETD3:99924616|SETD3:99932150|rev|-	2	0.906776666500015	0.0262275296818237
chr14|SOS2:50616726|SOS2:50616948|dup|-	1	0.875181424180733	0.0265123934333984
chr14|STRN3:31374624|STRN3:31425448|rev|-	1	0.83614459033033	0.0462355751228964
chr14|STYX:53226472|STYX:53223269|rev|+	1	0.890737970561939	0.0197697678072282
chr14|TDRD9:104500406|TDRD9:104481062|rev|+	1	0.836144151544964	0.0462358148844057
chr14|TRIP11:92480559|TRIP11:92499597|rev|-	1	0.890737591733555	0.0197699225753212
chr14|VRK1:97327072|VRK1:97299804|rev|+	4	0.999500225563616	2.53707866309101e-09
chr14|VRK1:97342457|VRK1:97299804|rev|+	1	0.798811095385281	0.0676757749090359
chr14|WDR20:102661457|WDR20:102659800|rev|+	1	0.0319777665329686	0.349949272659734
chr14|WDR20:102676199|WDR20:102661275|rev|+	1	0.848516253076236	0.0396187981662525
chr14|ZBTB1:64990120|ZBTB1:64988205|rev|+	1	0.0266046074985963	0.34995770669936
chr15|AKAP13:86251317|AKAP13:86227972|rev|+	1	0.836144151544964	0.0462358148844057
chr15|ARIH1:72862648|ARIH1:72855735|rev|+	1	0.767955179770667	0.0864996126798449
chr15|C15orf38-AP3S2:90431753|C15orf38-AP3S2:90432372|rev|-	1	0.767955179770667	0.0864996126798449
chr15|C15orf41:37002162|C15orf41:36983886|rev|+	1	0.845047068993691	0.0414441565581097
chr15|CHD2:93541851|CHD2:93540187|rev|+	1	0.867951702651684	0.0298890361375371
chr15|CYFIP1:22947086|CYFIP1:22940728|rev|+	1	0.859095283517591	0.0342121402699809
chr15|GALK2:49448213|GALK2:49447976|dup|+	1	0.000130087601821629	0.349964538439437
chr15|IGF1R:99251336|IGF1R:99250791|dup|+	1	0.880912337710759	0.0239414476808134
chr15|INO80:41339606|INO80:41342300|rev|-	1	0.848516253076236	0.0396187981662525
chr15|IQGAP1:90986710|IQGAP1:90982564|rev|+	2	0.11327380217357	0.247209987460529
chr15|IQGAP1:90986710|IQGAP1:90984738|rev|+	1	0.798811581553715	0.0676754845032749
chr15|LRRC28:99903470|LRRC28:99874128|rev|+	1	0.648530511021423	0.161152602281148
chr15|MAP2K5:67995746|MAP2K5:67956935|rev|+	1	0.824032305963682	0.052976952978294
chr15|MCTP2:94928754|MCTP2:94899366|rev|+	1	0.081299292631525	0.349386863985337
chr15|MEF2A:100173378|MEF2A:100173183|dup|+	1	0.890738336757774	0.0197696182005479
chr15|MGA:41962156|MGA:41961026|dup|+	1	0.892744063778009	0.018957023994918
chr15|MGA:41991357|MGA:41988273|rev|+	1	0.050223706489352	0.349867568897123
chr15|PDE8A:85658718|PDE8A:85657104|rev|+	1	0.8443825952575	0.0417965495284639
chr15|PDIA3:44061844|PDIA3:44055275|rev|+	1	0.836143697622943	0.0462360629172586
chr15|PIAS1:68446033|PIAS1:68434284|rev|+	1	0.739050662136033	0.104591644488834
chr15|PIAS1:68457142|PIAS1:68434284|rev|+	1	0.885298638242111	0.0220409576392666
chr15|PPIP5K1:43857065|CATSPER2:43939665|rev|-	1	0.682587062278891	0.140124948821382
chr15|RAB27A:55516087|RAB27A:55527154|rev|-	1	0.767956359889088	0.0864988806536874
chr15|SCAPER:77150150|SCAPER:77154874|rev|-	1	0.845047068993691	0.0414441565581097
chr15|SEMA4B:90764997|SEMA4B:90760671|rev|+	1	0.890737199607479	0.0197700827766176
chr15|SIN3A:75703833|SIN3A:75705386|rev|-	1	0.867951326456707	0.0298892155255775
chr15|SLTM:59204762|SLTM:59209198|rev|-	2	0.348926657362362	0.235232552325446
chr15|SPG21:65266940|SPG21:65273363|rev|-	1	0.867951702651684	0.0298890361375371
chr15|SPG21:65266940|SPG21:65275931|rev|-	1	0.798811095385281	0.0676757749090359
chr15|STARD9:42931010|STARD9:42927054|rev|+	1	0.890737970561939	0.0197697678072282
chr15|TEX9:56704634|TEX9:56665639|rev|+	1	0.768219234954066	0.0863358374046717
chr15|TMEM87A:42553156|TMEM87A:42560230|rev|-	1	0.0415270999881159	0.34991907142516
chr15|TPM1:63354844|TPM1:63353397|rev|+	1	0.00278326468054447	0.349964538411291
chr15|TTBK2:43120126|TTBK2:43132631|rev|-	1	0.821930243090311	0.0541703340223242
chr15|TUBGCP4:43675702|TUBGCP4:43670045|rev|+	1	0.892859352696457	0.018910734284993
chr15|UBE2Q2:76165909|UBE2Q2:76152219|rev|+	1	0.890738336757774	0.0197696182005479
chr15|UBE3A:25650608|UBE3A:25657118|rev|-	4	0.998451727958801	8.8132839662713e-07
chr15|USP3:63855207|USP3:63821213|rev|+	1	0.0418680337134445	0.349917536523708
chr15|VPS13C:62299507|VPS13C:62306191|rev|-	2	0.982052544702334	0.000361975059252382
chr15|VPS13C:62299507|VPS13C:62327251|rev|-	1	0.859095283517591	0.0342121402699809
chr15|VPS13C:62325640|VPS13C:62336454|rev|-	1	0.736887532880912	0.105954466588151
chr15|ZFAND6:80415142|ZFAND6:80412670|rev|+	2	0.970659244530029	0.0016612309791405
chr15|ZNF710:90611827|ZNF710:90610342|dup|+	1	0.892743652689001	0.0189571891333318
chr16|ABCC11:48237139|ABCC11:48245110|rev|-	1	0.798245334723481	0.0680138829045185
chr16|ALDOA:30064538|MVP:29859083|rev|+	1	3.54748822251766e-05	0.349964538439437
chr16|AP1G1:71783797|AP1G1:71787790|rev|-	1	0.767955779833946	0.0864992404611639
chr16|ATF7IP2:10534319|ATF7IP2:10522725|rev|+	2	0.37765975277006	0.231754306208361
chr16|ATXN2L:28846014|ATXN2L:28845386|rev|+	1	0.875181790057462	0.0265122262344687
chr16|C16orf55:89724829|C16orf55:89724656|dup|+	1	0.892856390278707	0.0189119231538329
chr16|CIRH1A:69201088|CIRH1A:69189774|rev|+	1	0.848515413235751	0.0396192370686525
chr16|CNOT1:58608513|CNOT1:58617086|rev|-	2	0.962326506787609	0.003322447238601
chr16|EDC4:67915748|EDC4:67911412|rev|+	1	0.848516253076236	0.0396187981662525
chr16|FTO:53922863|FTO:53907698|rev|+	1	0.802463898717106	0.0655006121508539
chr16|GSE1:85667738|GSE1:85667520|dup|+	1	0.0777070721258993	0.349472020649131
chr16|IQCK:19775434|IQCK:19775170|rev|+	1	0.88851466221167	0.020686359604319
chr16|IQCK:19800244|IQCK:19775170|rev|+	1	0.805838523781538	0.0635036665968945
chr16|ITGAL:30495584|ITGAL:30495148|rev|+	1	0.880911218266142	0.0239419403077986
chr16|LONP2:48337216|LONP2:48290521|rev|+	1	0.77067130225827	0.0848167442245242
chr16|MAPK8IP3:1798721|MAPK8IP3:1797030|rev|+	1	0.88851466221167	0.020686359604319
chr16|MVP:29845387|MVP:29845054|rev|+	1	0.848516253076236	0.0396187981662525
chr16|NETO2:47162236|NETO2:47165936|rev|-	1	0.867951702651684	0.0298890361375371
chr16|NFATC3:68160513|NFATC3:68155890|rev|+	1	0.891118783438253	0.0196144340715768
chr16|NMRAL1:4516154|NMRAL1:4519466|rev|-	1	0.867951702651684	0.0298890361375371
chr16|PDPR:70176589|PDPR:70172802|rev|+	1	0.597677068096257	0.191359534093582
chr16|PHKB:47549512|PHKB:47531310|rev|+	1	0.797353130342305	0.0685477189505503
chr16|PHKB:47703328|PHKB:47644737|rev|+	1	0.867951326456707	0.0298892155255775
chr16|PHLPP2:71701081|PHLPP2:71715808|rev|-	1	0.787847706005032	0.0742806330977042
chr16|PLCG2:81904540|PLCG2:81888049|rev|+	1	0.746176345908238	0.100108253803016
chr16|RBL2:53481018|RBL2:53476570|rev|+	2	0.985519290689637	0.000173846615861098
chr16|RSL1D1:11940358|RSL1D1:11941663|rev|-	1	0.746176345908238	0.100108253803016
chr16|SRCAP:30740893|SRCAP:30740287|rev|+	1	0.890738336757774	0.0197696182005479
chr16|TCF25:89973730|TCF25:89961446|rev|+	1	0.888514300679808	0.0206865099867112
chr16|TERF2:69404386|TERF2:69406258|rev|-	1	0.880912337710759	0.0239414476808134
chr16|USP10:84779279|USP10:84773915|rev|+	2	0.985805062926363	0.000162055848061139
chr16|ZNF267:31896577|ZNF720:31733947|rev|+	1	0.00155134903745064	0.349964538438922
chr16|ZNF747:30545518|ZNF764:30567428|rev|-	1	0.0873371536372694	0.349223145703933
chr17|AKAP10:19861327|AKAP10:19861884|dup|-	1	0.890738336757774	0.0197696182005479
chr17|ARSG:66366665|ARSG:66303084|rev|+	1	0.798811095385281	0.0676757749090359
chr17|BCAS3:58786686|BCAS3:58756814|rev|+	1	0.822472742407624	0.0538617263227541
chr17|BPTF:65890281|BPTF:65882244|rev|+	1	0.767956359889088	0.0864988806536874
chr17|BPTF:65972074|BPTF:65941525|rev|+	1	0.893028307286136	0.0188429799824873
